,amount,club,rnd,state,address,lat,lng,name,types,electorate
450,450000,Rowville Knights Community Football Club,2,VIC,"Rowville VIC 3178, Australia",-37.9426932,145.2312073,Rowville Football Club,"point_of_interest,establishment",Aston
451,499994,Southern Grampians Shire Council,2,VIC,"111 Brown St, Hamilton VIC 3300, Australia",-37.7421411,142.0242853,Southern Grampians Shire Council,"point_of_interest,establishment",Wannon
452,110000,Templestowe Sporting Club,2,VIC,"100 Porter St, Templestowe VIC 3106, Australia",-37.7542012,145.1369876,Templestowe Cricket Club,"point_of_interest,establishment",Menzies
453,50000,Tennis Australia,2,VIC,"46 Queens Rd, Melbourne VIC 3004, Australia",-37.8445388,144.977217,Albert Reserve Tennis World,"bar,school,health,point_of_interest,store,establishment",Melbourne Ports
454,200000,Towong Shire Council,2,VIC,"32 Towong St, Tallangatta VIC 3700, Australia",-36.2158535,147.1770173,Towong Shire Council,"point_of_interest,establishment",Indi
455,35980,Wangaratta Clay Target Club,2,VIC,"27 Detour Rd, North Wangaratta VIC 3678, Australia",-36.3278409,146.3535279,Wangaratta Clay Target Club,"point_of_interest,establishment",Indi
456,50000,Warnambool Field And Game,2,VIC,"357 Wickham Rd, Woolsthorpe VIC 3276, Australia",-38.1888972,142.381346,Warrnambool Field & Game,"point_of_interest,establishment",Wannon
457,106800,Webbcona Bowls Club,2,VIC,"906 Grevillea Rd, Wendouree VIC 3355, Australia",-37.5280957,143.8406555,Webbcona Bowls Club,"point_of_interest,establishment",Ballarat
458,250000,Wellington Shire Council,2,VIC,"Wellington, VIC, Australia",-38.078841,147.1013188,Wellington,"administrative_area_level_2,political",Gippsland
459,205360,Wodonga Football And Sports Club,2,VIC,"Cheesley St, Wodonga VIC 3690, Australia",-36.134726,146.881396,Wodonga Bulldogs Football & Netball Club,"point_of_interest,establishment",Indi
460,249290,Yarriambiack Shire Council,2,VIC,"Yarriambiack, VIC, Australia",-35.9703773,142.4465474,Yarriambiack,"administrative_area_level_2,political",Mallee
461,123648,Ashwood Sports Club,3,VIC,"Essex Heights Reserve, Outlook Rd, Mount Waverley VIC 3149, Australia",-37.8642489,145.1141288,Ashwood Sports Club,"point_of_interest,establishment",Chisholm
462,90940,Australian Pitch And Putt Association For Golphrobics (Waverley Pitch And Putt),3,VIC,"Corner of Wellington and Garnett Rd, Mulgrave VIC 3170, Australia",-37.9226987,145.1995695,Pitch & Putt Golf Course,"point_of_interest,establishment",Bruce
463,160000,Baw Baw Shire Council,3,VIC,"Civic Pl, Warragul VIC 3820, Australia",-38.15898869999999,145.9330295,Baw Baw Shire Council,"point_of_interest,establishment",McMillan
464,49850,Burwood District Bowls Club,3,VIC,"Burwood Reserve, Warrigal Road, Burwood VIC 3125, Australia",-37.8549309,145.0933631,Burwood District Bowls Club,"point_of_interest,establishment",Higgins
465,38000,Camberwell Hockey Club,3,VIC,"15 Carinda Rd, Canterbury VIC 3126, Australia",-37.828266,145.073006,Camberwell Hockey Club Inc,"point_of_interest,establishment",Kooyong
466,500000,Cardinia Shire Council,3,VIC,"20 Siding Ave, Officer VIC 3809, Australia",-38.065571,145.413175,Cardinia Shire Council,"local_government_office,point_of_interest,establishment",La Trobe
467,189265,Cheltenham Football Club,3,VIC,"301-307 Centre Dandenong Rd, Cheltenham VIC 3192, Australia",-37.9685464,145.0914624,Bentleigh Greens Soccer Club,"point_of_interest,establishment",Hotham
468,500000,City Of Ballarat,3,VIC,"Ballarat, VIC, Australia",-37.4585878,143.7803147,Ballarat,"administrative_area_level_2,political",Ballarat
469,120775,City Of Echuca Bowls Club,3,VIC,"201 Ogilvie Ave, Echuca VIC 3564, Australia",-36.1409764,144.7532675,City of Echuca Bowls Club,"point_of_interest,establishment",Murray
470,20000,City Of Greater Dandenong,3,VIC,"Greater Dandenong, VIC, Australia",-38.00611079999999,145.2038278,Greater Dandenong,"administrative_area_level_2,political",Isaacs
471,20000,City Of Greater Dandenong,3,VIC,"Greater Dandenong, VIC, Australia",-38.00611079999999,145.2038278,Greater Dandenong,"administrative_area_level_2,political",Isaacs
472,90000,East Camberwell Tennis Club,3,VIC,"Riversdale Park Corner Of Spencer Road And Riversdale Roads, Camberwell VIC 3124, Australia",-37.831888,145.07129,East Camberwell Tennis Club,"school,health,point_of_interest,establishment",Kooyong
473,500000,East Gippsland Shire Council,3,VIC,"273 Main St, Bairnsdale VIC 3875, Australia",-37.827859,147.625004,East Gippsland Shire Council,"city_hall,local_government_office,point_of_interest,establishment",Gippsland
474,42000,Ellinbank Badminton Club,3,VIC,"66 Alfred St, Warragul VIC 3820, Australia",-38.1679351,145.9380272,Warragul Badminton Club,"point_of_interest,establishment",McMillan
475,3000,Endeavour Sporting (Soccer) Club,3,VIC,"22 Skye Cres, Endeavour Hills VIC 3802, Australia",-37.964709,145.265759,Endeavour Sporting Club,"point_of_interest,establishment",Holt
476,500000,Equestrian Victoria,3,VIC,"400 Epsom Rd, Flemington VIC 3031, Australia",-37.7842934,144.9171147,Equestrian Victoria Branch,"point_of_interest,establishment",Melbourne
477,34965,Footscray Park Bowling Club (),3,VIC,"1 Hoadley Ct, Footscray VIC 3011, Australia",-37.7925964,144.8968915,Footscray Park Bowling Club,"point_of_interest,establishment",Gellibrand
478,180131,Frankston Baseball Club,3,VIC,"Robinsons Reserve, Robinsons Rd, Frankston South VIC 3199, Australia",-38.1755504,145.1587771,Frankston Baseball Club,"point_of_interest,establishment",Dunkley
479,25000,Frankston City Council,3,VIC,"Frankston, VIC, Australia",-38.140391,145.1596592,Frankston,"administrative_area_level_2,political",Dunkley
480,500000,Geelong Soccer & Sports Club,3,VIC,"1A Crown St, South Geelong VIC 3220, Australia",-38.1667663,144.3678602,Vic Beach Volleyball Geelong,"point_of_interest,establishment",Corio
481,476558,Glen Eira City Council,3,VIC,"Corner Glen Eira and Hawthorn Roads, Caulfield VIC 3162, Australia",-37.8803512,145.0224024,Glen Eira City Council,"local_government_office,city_hall,point_of_interest,establishment",Melbourne Ports
482,25000,Grace Park Hawthorn Club,3,VIC,"6 Hilda Cres, Hawthorn VIC 3122, Australia",-37.8205019,145.0293011,Grace Park Hawthorn Club,"point_of_interest,establishment",Kooyong
483,256000,Grovedale Tigers Football Netball Club,3,VIC,"Bluff Rd, Barwon Heads VIC 3227, Australia",-38.287606,144.495018,Barwon Heads Football & Netball Club,"point_of_interest,establishment",Corangamite
484,500000,Hawthorn Malvern Hockey Centre Pty Ltd,3,VIC,"482 Auburn Rd, Hawthorn VIC 3122, Australia",-37.8404905,145.0413188,Hawthorn-Malvern Hockey Centre,"point_of_interest,establishment",Kooyong
485,200000,Hobsons Bay City Council,3,VIC,"Hobsons Bay, VIC, Australia",-37.8360799,144.8401227,Hobsons Bay,"administrative_area_level_2,political",Gellibrand
486,42000,Irrewarra Cricket Club,3,VIC,"136-146 Hearn St, Colac VIC 3250, Australia",-38.3499294,143.5865983,Irrewarra Cricket Club,"point_of_interest,establishment",Corangamite
487,50000,Kawarren Recreation Reserve,3,VIC,"Kawarren Recreation Reserve, Kawarren VIC 3249, Australia",-38.4801289,143.5843654,Kawarren Recreation Reserve,"premise,establishment",Corangamite
488,33781,Kiewa Sandy Creek Netball Club,3,VIC,"27 Kiewa E Rd, Tangambalanga VIC 3691, Australia",-36.25178,147.0282795,Kiewa-Sandy Creek Football Club,"point_of_interest,establishment",Indi
489,500000,Kingston City Council,3,VIC,"Kingston, VIC, Australia",-37.9818897,145.1044805,Kingston,"administrative_area_level_2,political",Hotham
490,300000,Knox City Council,3,VIC,"Knox, VIC, Australia",-37.8714657,145.2480193,Knox,"administrative_area_level_2,political",Aston
491,10483,Lancefield Tennis Club,3,VIC,"66 Chauncey St, Lancefield VIC 3435, Australia",-37.2791584,144.7236438,Lancefield Tennis Club,"point_of_interest,establishment",McEwen
492,30000,Main Ridge Pony Club,3,VIC,"function(){return _.O(this,11, Main Ridge VIC 3928, Australia",-38.4137738,144.9559819,Main Ridge Pony Club,"point_of_interest,establishment",Flinders
493,25000,Manningham Cobras Football Club,3,VIC,"191 Bulleen Rd, A Bulleen VIC 3105, Australia",-37.772143,145.077591,FC Bulleen Lions,"point_of_interest,establishment",Menzies
494,500000,Maroondah City Council,3,VIC,"Maroondah, VIC, Australia",-37.80966,145.2590707,Maroondah,"administrative_area_level_2,political",Deakin
495,42140,Montmorency Junior Football Club,3,VIC,"Para Rd, Montmorency VIC 3094, Australia",-37.7152809,145.1134287,Montmorency Football Netball Club,"point_of_interest,establishment",Jagajaga
496,350000,Moonee Valley City Council,3,VIC,"9 Kellaway Ave, Moonee Ponds VIC 3039, Australia",-37.764118,144.925021,Moonee Valley City Council,"point_of_interest,establishment",Maribyrnong
497,339380,Moreland City Football Club,3,VIC,"Campbell Reserve, Moore St, Coburg VIC 3058, Australia",-37.7568055,144.9774043,Moreland City,"point_of_interest,establishment",Wills
498,245972,Mornington Peninsula Shire,3,VIC,"Shire of Mornington Peninsula, VIC, Australia",-38.2854053,145.093449,Shire of Mornington Peninsula,"administrative_area_level_2,political",Flinders
499,250000,Neangar Park Golf Club Orporated,3,VIC,"7 Averys Rd, Eaglehawk VIC 3556, Australia",-36.71395800000001,144.26894,Neangar Park Golf Club,"point_of_interest,store,establishment",Bendigo
500,200000,North Box Hill Tennis Club,3,VIC,"24 Elizabeth St, Box Hill North VIC 3129, Australia",-37.7991732,145.1249257,North Box Hill Tennis Club,"school,health,point_of_interest,establishment",Chisholm
501,50000,North Ringwood Tennis Club,3,VIC,"246 Warrandyte Rd, Ringwood North VIC 3134, Australia",-37.7902816,145.2363064,North Ringwood Tennis Club,"point_of_interest,establishment",Menzies
502,500000,Northern Grampians Shire Council,3,VIC,"59-69 Main St, Stawell VIC 3380, Australia",-37.0565566,142.7788971,Northern Grampians Shire Council Stawell Offices,"local_government_office,point_of_interest,establishment",Mallee
503,500000,Northern Grampians Shire Council,3,VIC,"59-69 Main St, Stawell VIC 3380, Australia",-37.0565566,142.7788971,Northern Grampians Shire Council Stawell Offices,"local_government_office,point_of_interest,establishment",Mallee
504,48400,Parkside Junior Football Club,3,VIC,"7B Parkside Ave, Keilor East VIC 3033, Australia",-37.7430125,144.8574425,East Keilor Football Club,"point_of_interest,establishment",Maribyrnong
505,50000,Preston Bullants Amateur Football Club,3,VIC,"24 Madeline St, Preston VIC 3072, Australia",-37.733588,145.0228026,Preston Bullants Football Club,"point_of_interest,establishment",Batman
506,45000,Research Tennis Club,3,VIC,"1459B Main Rd, Research VIC 3095, Australia",-37.703135,145.177344,Research Tennis Club,"point_of_interest,establishment",Jagajaga
507,350000,Shire Of Strathbogie,3,VIC,"Strathbogie, VIC, Australia",-36.84858570000001,145.402868,Strathbogie,"administrative_area_level_2,political",Murray
508,172606,Somers Yacht Club,3,VIC,"99 Alexandra Ave, Somers VIC 3927, Australia",-38.3935373,145.1571527,Somers Yacht Club,"point_of_interest,establishment",Flinders
509,340500,St Kilda City Junior Football Club,3,VIC,"89 Ormond Esplanade, Elwood VIC 3184, Australia",-37.8884715,144.9865966,St Kilda City Junior Football Club,"point_of_interest,establishment",Melbourne Ports
510,50000,St Mary'S Salesian Amateur Football Club,3,VIC,"Glen Iris Rd, Melbourne SA 3147, Australia",-37.8521351,145.0676821,St Mary's Salesian Amateur Football Club,"point_of_interest,establishment",Higgins
511,500000,Wangaratta Rural City Council,3,VIC,"62-68 Ovens St, Wangaratta VIC 3677, Australia",-36.35492,146.32386,Rural City of Wangaratta,"local_government_office,point_of_interest,establishment",Indi
512,50000,Warranor Junior Football Club,3,VIC,"Greenwood Dr, Bundoora VIC 3083, Australia",-37.70507569999999,145.0654493,Bundoora Junior Football Club,"point_of_interest,establishment",Jagajaga
513,189287,Wonthaggi Power Football Netball Club,3,VIC,"Wonthaggi VIC 3995, Australia",-38.600308,145.5967825,Wonthaggi Football Netball Club,"point_of_interest,establishment",McMillan
514,500000,Yarra Ranges Shire Council,3,VIC,"Yarra Ranges, VIC, Australia",-37.7450808,145.7133909,Yarra Ranges,"administrative_area_level_2,political",Casey
515,12350,Blue Gum Park Tennis Club,1,WA,"Disney St, Brentwood WA 6153, Australia",-32.040796,115.846745,Blue Gum Park Tennis Club,"point_of_interest,establishment",Tangney
516,180000,Bunbury Tennis Club (Inc),1,WA,"Hay Park, Parade Rd, Bunbury WA 6231, Australia",-33.3666483,115.6389034,Bunbury Tennis Club,"point_of_interest,establishment",Forrest
517,500000,City Of Armadale,1,WA,"Armadale, WA, Australia",-32.1384821,116.1832068,Armadale,"administrative_area_level_2,political",Canning
518,200000,City Of Canning,1,WA,"Canning, WA, Australia",-32.0396243,115.91132,Canning,"administrative_area_level_2,political",Tangney
519,90000,City Of Cockburn,1,WA,"Cockburn, WA, Australia",-32.0669485,115.6391526,Cockburn,"administrative_area_level_2,political",
520,42000,City Of Joondalup,1,WA,"Joondalup, WA, Australia",-31.7917705,115.7338502,Joondalup,"administrative_area_level_2,political",Moore
521,200000,City Of Joondalup,1,WA,"Joondalup, WA, Australia",-31.7917705,115.7338502,Joondalup,"administrative_area_level_2,political",Moore
522,500000,City Of Stirling,1,WA,"Stirling, WA, Australia",-31.89062779999999,115.816684,Stirling,"administrative_area_level_2,political",Stirling
523,49986,City Of Vincent,1,WA,"Vincent, WA, Australia",-31.93193449999999,115.8462613,Vincent,"administrative_area_level_2,political",Perth
524,50000,Comet Bay Bowling Club,1,WA,"28 Eden St, Dudley Park WA 6210, Australia",-32.5395576,115.7291638,Dudley Park Bowling and Recreation Club,"point_of_interest,establishment",Canning
525,32647,Cranbrook Districts Motorcycle Club,1,WA,"241 Sukey Hill Rd, Cranbrook WA 6321, Australia",-34.2983005,117.5863611,Cranbrook Districts Motorcycle Club Inc,"point_of_interest,establishment",O'Connor
526,12975,Denison Bowlong And Recreation Club,1,WA,"137 Point Leander Dr, Port Denison WA 6525, Australia",-29.2668151,114.9253511,Denison Bowling Club,"point_of_interest,establishment",Durack
527,19469,Dongara Golf Club,1,WA,"Golf Course Rd, Port Denison WA 6525, Australia",-29.2710223,114.9324062,Dongara Golf Course,"point_of_interest,establishment",Durack
528,28200,Glen Forrest Sports Club,1,WA,"McGlew Rd, Glen Forrest WA 6071, Australia",-31.9063887,116.0998306,Glen Forrest Sports Club,"bar,point_of_interest,establishment",Hasluck
529,24195,Guildford And Kalamunda Districts Swimming Club,1,WA,"117 Berkshire Rd, Forrestfield WA 6058, Australia",-31.9754494,116.0109295,Guildford & Kalamunda Districts Swimming Club,"point_of_interest,establishment",Hasluck
530,44000,Manning Tennis Club,1,WA,"Corner of Griffin Crescent and, 54 Elderfield Rd, Manning 6152, Australia",-32.0172546,115.8759808,Manning Tennis Club,"point_of_interest,establishment",Swan
531,22500,Margaret River Squad Swim Club,1,WA,"41 Wallcliffe Rd, Margaret River WA 6285, Australia",-33.954109,115.0670465,Aquatic Centre,"point_of_interest,establishment",Forrest
532,140000,Melville Water Polo Club,1,WA,"Blackwall Reach Parade, Bicton WA 6157, Australia",-32.0287424,115.7775352,Melville Water Polo Club,"point_of_interest,establishment",Tangney
533,80000,Nedlands Tennis Club,1,WA,"96 Bruce St, Nedlands WA 6009, Australia",-31.992009,115.8100566,Nedlands Tennis Club,"point_of_interest,establishment",Curtin
534,8000,Safety Bay Tennis Club,1,WA,"Royal Rd, Safety Bay WA 6169, Australia",-32.3010449,115.7160544,Safety Bay Tennis Club,"point_of_interest,establishment",Brand
535,108205,Shire Of Bridgetown-Greenbushes,1,WA,"Bridgetown-Greenbushes, WA, Australia",-33.9819324,116.1832068,Bridgetown-Greenbushes,"administrative_area_level_2,political",O'Connor
536,76733,Shire Of Bruce Rock,1,WA,"Bruce Rock, WA, Australia",-32.0101924,118.0186087,Bruce Rock,"administrative_area_level_2,political",Durack
537,50000,Shire Of Dumbleyung,1,WA,"Dumbleyung, WA, Australia",-33.1759249,118.0186087,Dumbleyung,"administrative_area_level_2,political",O'Connor
538,245791,Shire Of Mundaring,1,WA,"Mundaring, WA, Australia",-31.9484052,116.2777073,Mundaring,"administrative_area_level_2,political",Hasluck
539,130000,Toodyay Bowling Club,1,WA,"1 Oddfellows St, Toodyay WA 6566, Australia",-31.5516216,116.468539,Toodyay Bowling Club,"point_of_interest,establishment",Pearce
540,50000,Wa Isports,1,WA,"Payne Park, Herbert Rd, East Bunbury WA 6230, Australia",-33.3316067,115.6502517,WA iSports Inc.,"point_of_interest,establishment",Forrest
541,50000,Western Australian Rugby Union,1,WA,"WA Rugby Centre, 203 Underwood Ave, Floreat WA 6014, Australia",-31.9484799,115.7843703,Western Australia Rugby Union,"point_of_interest,establishment",Curtin
542,49500,Westonia Golf Club,1,WA,"Unnamed Road, Westonia WA 6423, Australia",-31.3195234,118.7297118,Westonia Golf Club,"gym,health,point_of_interest,establishment",Durack
543,17000,Allen Park Tennis Club,2,WA,"Clement St, Swanbourne WA 6010, Australia",-31.9809678,115.7604117,Allen Park Tennis Club,"point_of_interest,establishment",Curtin
544,20000,Balga Soccer Club,2,WA,"Princess Rd, Balga WA 6061, Australia",-31.8531261,115.8385461,Balga Soccer Club,"point_of_interest,establishment",Stirling
545,25000,Ballingup Tennis Club,2,WA,"153-157 Jayes Rd, Balingup WA 6253, Australia",-33.777496,115.99371,Origins Centre,"point_of_interest,establishment",Forrest
546,10000,Brunswick Tennis Club,2,WA,"22 Leisure Dr, Australind WA 6233, Australia",-33.2708181,115.7379117,Australind Tennis Club,"point_of_interest,establishment",Forrest
547,183333,City Of Albany,2,WA,"Albany WA 6330, Australia",-35.0269344,117.8837206,Albany,"locality,political",O'Connor
548,500000,City Of Belmont,2,WA,"Belmont, WA, Australia",-31.9657302,115.9586253,Belmont,"administrative_area_level_2,political",Swan
549,500000,City Of Joondalup,2,WA,"Joondalup, WA, Australia",-31.7917705,115.7338502,Joondalup,"administrative_area_level_2,political",Moore
550,500000,City Of Wanneroo,2,WA,"Wanneroo WA 6065, Australia",-31.75729609999999,115.8064758,Wanneroo,"locality,political",Cowan
551,170140,Claremont Football Club,2,WA,"Claremont Oval, 3 Davies Rd, Claremont WA 6010, Australia",-31.9786668,115.7817721,Claremont Football Club,"point_of_interest,establishment",Curtin
552,17752,Cowaramup Bmx Club,2,WA,"Cowaramup WA 6284, Australia",-33.8516941,115.1052226,BMX Track,"point_of_interest,establishment",Forrest
553,200000,East Fremantle Junior Football Club,2,WA,"East Fremantle WA 6158, Australia",-32.028764,115.769635,East Fremantle Junior Football Club,"point_of_interest,establishment",Fremantle
554,50000,Geraldton Surf Life Saving Club,2,WA,"260 Willcock Dr, Mahomets Flats WA 6530, Australia",-28.795063,114.6132867,Geraldton Surf Life Saving Club,"point_of_interest,establishment",Durack
555,11445,Geraldton Tennis Club,2,WA,"159-161 Marine Terrace, Geraldton WA 6530, Australia",-28.7745349,114.6084939,Mercantile Club Inc.,"bar,restaurant,food,point_of_interest,establishment",Durack
556,150000,Great Northern Football League,2,WA,"Corner Eigth Street & Flores Road, Wonthella WA 6530, Australia",-28.7697764,114.6358418,Towns Football Club Inc.,"point_of_interest,establishment",Durack
557,180000,Kalamunda Districts Rugby Union Club,2,WA,"Forrestfield WA 6058, Australia",-31.9939406,116.0001959,Kalamunda Rugby Union Club,"gym,health,point_of_interest,establishment",Hasluck
558,46070,Melville Cricket Club,2,WA,"Alfred Cove WA 6154, Australia",-32.0276218,115.8201646,Melville Cricket Club,"point_of_interest,establishment",Tangney
559,47439,< Melville Glades Golf Club,2,WA,"Beasley Rd, Leeming WA 6149, Australia",-32.0761395,115.8713995,Melville Glades Golf Club,"point_of_interest,establishment",Tangney
560,30000,Melville Water Polo Club,2,WA,"Blackwall Reach Parade, Bicton WA 6157, Australia",-32.0287424,115.7775352,Melville Water Polo Club,"point_of_interest,establishment",Tangney
561,150460,Mundaring Tennis Club,2,WA,"7545 Great Eastern Hwy, Mundaring WA 6073, Australia",-31.9020484,116.1704078,Mundaring Tennis Club,"point_of_interest,establishment",Hasluck
562,49085,Nollamara Sports And Recreation Club,2,WA,"11 Lemana Rd, Nollamara WA 6061, Australia",-31.8757508,115.8395166,Nollamara Sports & Recreation Club,"point_of_interest,establishment",Stirling
563,50000,Northern Redbacks Women'S Soccer Club,2,WA,"57B Rochester Cir, Balga WA 6061, Australia",-31.8531461,115.8277085,Northern Redbacks Women's Soccer Club,"point_of_interest,establishment",Stirling
564,50000,Peel Thunder Football Club,2,WA,"21 Dower St, Mandurah WA 6210, Australia",-32.53283,115.7406832,Rushton Park,"park,stadium,point_of_interest,establishment",Canning
565,137000,Secret Harbour Golf Club,2,WA,"Secret Harbour Golf Club, Secret Harbour WA 6173, Australia",-32.4119036,115.7656555,Secret Harbour Golf Club,"premise,point_of_interest,establishment",Brand
566,66666,Shire Of Capel,2,WA,"Capel, WA, Australia",-33.52577280000001,115.6154732,Capel,"administrative_area_level_2,political",Forrest
567,11000,Shire Of Koorda,2,WA,"Koorda, WA, Australia",-30.6237919,117.4556388,Koorda,"administrative_area_level_2,political",Durack
568,15158,Shire Of Serpentine Jarrahdale,2,WA,"Serpentine-Jarrahdale, WA, Australia",-32.3492396,115.9940986,Serpentine-Jarrahdale,"administrative_area_level_2,political",Canning
569,45886,Shire Of West Arthur,2,WA,"West Arthur, WA, Australia",-33.4886151,116.702495,West Arthur,"administrative_area_level_2,political",O'Connor
570,30000,South Mandurah Football Club,2,WA,"Lynda St, Falcon WA 6210, Australia",-32.5792811,115.6603673,South Mandurah Football Club,"point_of_interest,establishment",Canning
571,168100,Swan Districts Football Club,2,WA,"Steel Blue Oval, Old Perth Rd, Bassendean WA 6054, Australia",-31.9022243,115.9565404,Swan Districts Football Club,"point_of_interest,establishment",Perth
572,18000,Town Of Port Hedland,2,WA,"Port Hedland, WA, Australia",-20.981787,118.4863963,Port Hedland,"administrative_area_level_2,political",Durack
573,50000,Western Australian Smallbore Rifle Association,2,WA,"Whiteman WA 6068, Australia",-31.8032641,115.9339672,WA Smallbore Rifle Headquarters,"point_of_interest,establishment",Cowan
574,30000,Westside Bmx Club,2,WA,"1 Vasto Pl, Balcatta WA 6021, Australia",-31.8641302,115.8245956,Westside Bmx Club,"point_of_interest,establishment",Stirling
575,500000,Applecross Tennis Club,3,WA,"32 The Strand, Applecross WA 6153, Australia",-32.0070345,115.8370817,Applecross Tennis Club,"point_of_interest,establishment",Tangney
576,50000,Bunbury Ex Students Hockey Club,3,WA,"Hay Park, Rotary Dr, Bunbury WA 6230, Australia",-33.3692479,115.6412791,Exies Hockey Club,"point_of_interest,establishment",Forrest
577,17500,Carine Cats Ball Club,3,WA,"Okely Rd, Carine WA 6020, Australia",-31.8471044,115.786164,Carine Cats,"point_of_interest,establishment",Stirling
578,20500,City Of Fremantle,3,WA,"Fremantle WA 6160, Australia",-32.0518191,115.7551085,Fremantle,"locality,political",Fremantle
579,197306,City Of Kalamunda,3,WA,"Kalamunda, WA, Australia",-32.0061164,116.1123078,Kalamunda,"administrative_area_level_2,political",Hasluck
580,300000,City Of Mandurah,3,WA,"Mandurah WA, Australia",-32.5361038,115.7424077,Mandurah,"colloquial_area,locality,political",Canning
581,184000,City Of Vincent,3,WA,"Vincent, WA, Australia",-31.93193449999999,115.8462613,Vincent,"administrative_area_level_2,political",Perth
582,200000,East Fremantle Lawn Tennis Club,3,WA,"Jerrat Dr, East Fremantle WA 6158, Australia",-32.0300314,115.7746203,East Fremantle Lawn Tennis Club,"point_of_interest,establishment",Fremantle
583,42500,Edgewater Cricket Club Orporated,3,WA,"Emerald Way, Edgewater WA 6027, Australia",-31.7692294,115.7827744,Edgewater Cricket Club,"point_of_interest,establishment",Moore
584,20000,Forrestfield Tennis Club (Inc),3,WA,"Cnr Hartfield Rd &, Morrison Rd, Forrestfield WA 6058, Australia",-31.9946206,116.0016733,Forrestfield Tennis Club,"point_of_interest,establishment",Hasluck
585,89359,Joondalup Bowling Club,3,WA,"6 Miami Beach Promenade, Iluka WA 6028, Australia",-31.7307154,115.7349976,Joondalup Bowling Club,"point_of_interest,establishment",Moore
586,259602,Kalamunda Club Inc,3,WA,"18 Kalamunda Rd, Kalamunda WA 6076, Australia",-31.9698494,116.0545144,Kalamunda Club Inc,"point_of_interest,establishment",Hasluck
587,248048,Katanning Country Club Orporated,3,WA,"LOT 2 Round Dr, Katanning WA 6317, Australia",-33.6771736,117.567684,THE Katanning Country Club Inc.,"point_of_interest,establishment",O'Connor
588,4125,Manning Memorial Bowling Club,3,WA,"1590 Challenger Ave, Manning WA 6152, Australia",-32.0172134,115.8742334,Manning Memorial Bowling Club,"point_of_interest,establishment",Swan
589,296865,North Coast Ball Club,3,WA,"Quinns Rocks WA 6030, Australia",-31.6736199,115.7060684,North Coast Ball Club,"point_of_interest,establishment",Pearce
590,199950,Rockingham Basketball & Recreation Association,3,WA,"Dixon Rd &, Goddard St, Rockingham WA 6168, Australia",-32.2788889,115.7458333,Mike Barnett Sports Complex,"point_of_interest,establishment",Brand
591,300000,Rowing Wa,3,WA,"4 The Esplanade, Mount Pleasant WA 6153, Australia",-32.0128195,115.85072,Rowing WA,"point_of_interest,establishment",Tangney
592,76000,Shire Of Broome,3,WA,"Broome, WA, Australia",-18.3142013,122.7181375,Broome,"administrative_area_level_2,political",Durack
593,287823,Shire Of Coolgardie,3,WA,"Coolgardie, WA, Australia",-30.9666494,120.5279096,Coolgardie,"administrative_area_level_2,political",O'Connor
594,13250,Shire Of Mundaring,3,WA,"Mundaring, WA, Australia",-31.9484052,116.2777073,Mundaring,"administrative_area_level_2,political",Hasluck
595,16373,Shire Of Mundaring,3,WA,"Mundaring, WA, Australia",-31.9484052,116.2777073,Mundaring,"administrative_area_level_2,political",Hasluck
596,50000,Shire Of Upper Gascoyne,3,WA,"Upper Gascoyne, WA 6705, Australia",-24.4080807,116.0413889,Upper Gascoyne,"administrative_area_level_2,political",Durack
597,185620,Shire Wyndham East Kimberley,3,WA,"Wyndham-East Kimberley, WA, Australia",-15.5409571,126.954107,Wyndham-East Kimberley,"administrative_area_level_2,political",Durack
598,50000,St Anne'S Primary School,3,WA,"Young St, Harvey WA 6220, Australia",-33.0824231,115.8913648,Saint Anne's School,"school,point_of_interest,establishment",Forrest
599,31516,Swan Districts Football Club,3,WA,"Steel Blue Oval, Old Perth Rd, Bassendean WA 6054, Australia",-31.9022243,115.9565404,Swan Districts Football Club,"point_of_interest,establishment",Perth
600,33000,Tarcoola Park Tennis Club,3,WA,"Glengarry Ct, Mount Tarcoola WA 6530, Australia",-28.7979635,114.6292878,Tarcoola Park Tennis Club,"point_of_interest,establishment",Durack
601,225000,Town Of Claremont - Claremont Aquatic Centre,3,WA,"12 Davies Rd, Claremont WA 6010, Australia",-31.9777373,115.7810459,Claremont Aquatic Centre,"point_of_interest,establishment",Curtin
602,234405,Town Of Victoria Park,3,WA,"Victoria Park, WA, Australia",-31.9826524,115.9054062,Victoria Park,"administrative_area_level_2,political",Swan
603,72900,Yiyili Community Indigenous Corporation,3,WA,"Mueller Ranges WA 6770, Australia",-18.7161642,126.7556852,Yiyili Aboriginal Community School,"school,point_of_interest,establishment",Durack
